,Z,W
6394,163.94,516.58
6395,163.95,516.75
6396,163.96,516.92
6397,163.97,517.09
6398,163.98,517.26
6399,163.99,517.43
6400,164.00,517.60
6401,164.01,517.77
6402,164.02,517.94
6403,164.03,518.11
6404,164.04,518.28
6405,164.05,518.45
6406,164.06,518.62
6407,164.07,518.79
6408,164.08,518.96
6409,164.09,519.13
6410,164.10,519.30
6411,164.11,519.47
6412,164.12,519.64
6413,164.13,519.81
6414,164.14,519.98
6415,164.15,520.15
6416,164.16,520.33
6417,164.17,520.50
6418,164.18,520.67
6419,164.19,520.84
6420,164.20,521.01
6421,164.21,521.18
6422,164.22,521.35
6423,164.23,521.52
6424,164.24,521.69
6425,164.25,521.86
6426,164.26,522.04
6427,164.27,522.21
6428,164.28,522.38
6429,164.29,522.55
6430,164.30,522.72
6431,164.31,522.89
6432,164.32,523.06
6433,164.33,523.23
6434,164.34,523.41
6435,164.35,523.58
6436,164.36,523.75
6437,164.37,523.92
6438,164.38,524.09
6439,164.39,524.26
6440,164.40,524.44
6441,164.41,524.61
6442,164.42,524.78
6443,164.43,524.95
6444,164.44,525.12
6445,164.45,525.29
6446,164.46,525.47
6447,164.47,525.64
6448,164.48,525.81
6449,164.49,525.98
6450,164.50,526.16
6451,164.51,526.33
6452,164.52,526.50
6453,164.53,526.67
6454,164.54,526.84
6455,164.55,527.02
6456,164.56,527.19
6457,164.57,527.36
6458,164.58,527.53
6459,164.59,527.71
6460,164.60,527.88
6461,164.61,528.05
6462,164.62,528.22
6463,164.63,528.40
6464,164.64,528.57
6465,164.65,528.74
6466,164.66,528.91
6467,164.67,529.09
6468,164.68,529.26
6469,164.69,529.43
6470,164.70,529.61
6471,164.71,529.78
6472,164.72,529.95
6473,164.73,530.12
6474,164.74,530.30
6475,164.75,530.47
6476,164.76,530.64
6477,164.77,530.82
6478,164.78,530.99
6479,164.79,531.16
6480,164.80,531.34
6481,164.81,531.51
6482,164.82,531.68
6483,164.83,531.86
6484,164.84,532.03
6485,164.85,532.20
6486,164.86,532.38
6487,164.87,532.55
6488,164.88,532.72
6489,164.89,532.90
6490,164.90,533.07
6491,164.91,533.24
6492,164.92,533.42
6493,164.93,533.59
6494,164.94,533.77
6495,164.95,533.94
6496,164.96,534.11
6497,164.97,534.29
6498,164.98,534.46
6499,164.99,534.64
6500,165.00,534.81
6501,165.01,534.98
6502,165.02,535.16
6503,165.03,535.33
6504,165.04,535.51
6505,165.05,535.68
6506,165.06,535.86
6507,165.07,536.03
6508,165.08,536.20
6509,165.09,536.38
6510,165.10,536.55
6511,165.11,536.73
6512,165.12,536.90
6513,165.13,537.08
6514,165.14,537.25
6515,165.15,537.43
6516,165.16,537.60
6517,165.17,537.77
6518,165.18,537.95
6519,165.19,538.12
6520,165.20,538.30
6521,165.21,538.47
6522,165.22,538.65
6523,165.23,538.82
6524,165.24,539.00
6525,165.25,539.17
6526,165.26,539.35
6527,165.27,539.52
6528,165.28,539.70
6529,165.29,539.87
6530,165.30,540.05
6531,165.31,540.23
6532,165.32,540.40
6533,165.33,540.58
6534,165.34,540.75
6535,165.35,540.93
6536,165.36,541.10
6537,165.37,541.28
6538,165.38,541.45
6539,165.39,541.63
6540,165.40,541.80
6541,165.41,541.98
6542,165.42,542.16
6543,165.43,542.33
6544,165.44,542.51
6545,165.45,542.68
6546,165.46,542.86
6547,165.47,543.03
6548,165.48,543.21
6549,165.49,543.39
6550,165.50,543.56
6551,165.51,543.74
6552,165.52,543.91
6553,165.53,544.09
6554,165.54,544.27
6555,165.55,544.44
6556,165.56,544.62
6557,165.57,544.80
6558,165.58,544.97
6559,165.59,545.15
6560,165.60,545.32
6561,165.61,545.50
6562,165.62,545.68
6563,165.63,545.85
6564,165.64,546.03
6565,165.65,546.21
6566,165.66,546.38
6567,165.67,546.56
6568,165.68,546.74
6569,165.69,546.91
6570,165.70,547.09
6571,165.71,547.27
6572,165.72,547.44
6573,165.73,547.62
6574,165.74,547.80
6575,165.75,547.98
6576,165.76,548.15
6577,165.77,548.33
6578,165.78,548.51
6579,165.79,548.68
6580,165.80,548.86
6581,165.81,549.04
6582,165.82,549.22
6583,165.83,549.39
6584,165.84,549.57
6585,165.85,549.75
6586,165.86,549.93
6587,165.87,550.10
6588,165.88,550.28
6589,165.89,550.46
6590,165.90,550.64
6591,165.91,550.81
6592,165.92,550.99
6593,165.93,551.17
6594,165.94,551.35
6595,165.95,551.52
6596,165.96,551.70
6597,165.97,551.88
6598,165.98,552.06
6599,165.99,552.24
6600,166.00,552.41
6601,166.01,552.59
6602,166.02,552.77
6603,166.03,552.95
6604,166.04,553.13
6605,166.05,553.30
6606,166.06,553.48
6607,166.07,553.66
6608,166.08,553.84
6609,166.09,554.02
6610,166.10,554.20
6611,166.11,554.37
6612,166.12,554.55
6613,166.13,554.73
6614,166.14,554.91
6615,166.15,555.09
6616,166.16,555.27
6617,166.17,555.45
6618,166.18,555.62
6619,166.19,555.80
6620,166.20,555.98
6621,166.21,556.16
6622,166.22,556.34
6623,166.23,556.52
6624,166.24,556.70
6625,166.25,556.88
6626,166.26,557.06
6627,166.27,557.23
6628,166.28,557.41
6629,166.29,557.59
6630,166.30,557.77
6631,166.31,557.95
6632,166.32,558.13
6633,166.33,558.31
6634,166.34,558.49
6635,166.35,558.67
6636,166.36,558.85
6637,166.37,559.03
6638,166.38,559.21
6639,166.39,559.39
6640,166.40,559.57
6641,166.41,559.75
6642,166.42,559.93
6643,166.43,560.10
6644,166.44,560.28
6645,166.45,560.46
6646,166.46,560.64
6647,166.47,560.82
6648,166.48,561.00
6649,166.49,561.18
6650,166.50,561.36
6651,166.51,561.54
6652,166.52,561.72
6653,166.53,561.90
6654,166.54,562.08
6655,166.55,562.26
6656,166.56,562.44
6657,166.57,562.62
6658,166.58,562.80
6659,166.59,562.99
6660,166.60,563.17
6661,166.61,563.35
6662,166.62,563.53
6663,166.63,563.71
6664,166.64,563.89
6665,166.65,564.07
6666,166.66,564.25
6667,166.67,564.43
6668,166.68,564.61
6669,166.69,564.79
6670,166.70,564.97
6671,166.71,565.15
6672,166.72,565.33
6673,166.73,565.51
6674,166.74,565.69
6675,166.75,565.88
6676,166.76,566.06
6677,166.77,566.24
6678,166.78,566.42
6679,166.79,566.60
6680,166.80,566.78
6681,166.81,566.96
6682,166.82,567.14
6683,166.83,567.33
6684,166.84,567.51
6685,166.85,567.69
6686,166.86,567.87
6687,166.87,568.05
6688,166.88,568.23
6689,166.89,568.41
6690,166.90,568.60
6691,166.91,568.78
6692,166.92,568.96
6693,166.93,569.14
6694,166.94,569.32
6695,166.95,569.50
6696,166.96,569.69
6697,166.97,569.87
6698,166.98,570.05
6699,166.99,570.23
6700,167.00,570.41
6701,167.01,570.60
6702,167.02,570.78
6703,167.03,570.96
6704,167.04,571.14
6705,167.05,571.32
6706,167.06,571.51
6707,167.07,571.69
6708,167.08,571.87
6709,167.09,572.05
6710,167.10,572.24
6711,167.11,572.42
6712,167.12,572.60
6713,167.13,572.78
6714,167.14,572.96
6715,167.15,573.15
6716,167.16,573.33
6717,167.17,573.51
6718,167.18,573.70
6719,167.19,573.88
6720,167.20,574.06
6721,167.21,574.24
6722,167.22,574.43
6723,167.23,574.61
6724,167.24,574.79
6725,167.25,574.98
6726,167.26,575.16
6727,167.27,575.34
6728,167.28,575.52
6729,167.29,575.71
6730,167.30,575.89
6731,167.31,576.07
6732,167.32,576.26
6733,167.33,576.44
6734,167.34,576.62
6735,167.35,576.81
6736,167.36,576.99
6737,167.37,577.17
6738,167.38,577.36
6739,167.39,577.54
6740,167.40,577.72
6741,167.41,577.91
6742,167.42,578.09
6743,167.43,578.28
6744,167.44,578.46
6745,167.45,578.64
6746,167.46,578.83
6747,167.47,579.01
6748,167.48,579.19
6749,167.49,579.38
6750,167.50,579.56
6751,167.51,579.75
6752,167.52,579.93
6753,167.53,580.11
6754,167.54,580.30
6755,167.55,580.48
6756,167.56,580.67
6757,167.57,580.85
6758,167.58,581.04
6759,167.59,581.22
6760,167.60,581.40
6761,167.61,581.59
6762,167.62,581.77
6763,167.63,581.96
6764,167.64,582.14
6765,167.65,582.33
6766,167.66,582.51
6767,167.67,582.70
6768,167.68,582.88
6769,167.69,583.07
6770,167.70,583.25
6771,167.71,583.44
6772,167.72,583.62
6773,167.73,583.81
6774,167.74,583.99
6775,167.75,584.18
6776,167.76,584.36
6777,167.77,584.55
6778,167.78,584.73
6779,167.79,584.92
6780,167.80,585.10
6781,167.81,585.29
6782,167.82,585.47
6783,167.83,585.66
6784,167.84,585.84
6785,167.85,586.03
6786,167.86,586.21
6787,167.87,586.40
6788,167.88,586.58
6789,167.89,586.77
6790,167.90,586.95
6791,167.91,587.14
6792,167.92,587.33
6793,167.93,587.51
6794,167.94,587.70
6795,167.95,587.88
6796,167.96,588.07
6797,167.97,588.25
6798,167.98,588.44
6799,167.99,588.63
6800,168.00,588.81
6801,168.01,589.00
6802,168.02,589.18
6803,168.03,589.37
6804,168.04,589.56
6805,168.05,589.74
6806,168.06,589.93
6807,168.07,590.12
6808,168.08,590.30
6809,168.09,590.49
6810,168.10,590.67
6811,168.11,590.86
6812,168.12,591.05
6813,168.13,591.23
6814,168.14,591.42
6815,168.15,591.61
6816,168.16,591.79
6817,168.17,591.98
6818,168.18,592.17
6819,168.19,592.35
6820,168.20,592.54
6821,168.21,592.73
6822,168.22,592.91
6823,168.23,593.10
6824,168.24,593.29
6825,168.25,593.48
6826,168.26,593.66
6827,168.27,593.85
6828,168.28,594.04
6829,168.29,594.22
6830,168.30,594.41
6831,168.31,594.60
6832,168.32,594.79
6833,168.33,594.97
6834,168.34,595.16
6835,168.35,595.35
6836,168.36,595.54
6837,168.37,595.72
6838,168.38,595.91
6839,168.39,596.10
6840,168.40,596.29
6841,168.41,596.47
6842,168.42,596.66
6843,168.43,596.85
6844,168.44,597.04
6845,168.45,597.22
6846,168.46,597.41
6847,168.47,597.60
6848,168.48,597.79
6849,168.49,597.98
6850,168.50,598.16
6851,168.51,598.35
6852,168.52,598.54
6853,168.53,598.73
6854,168.54,598.92
6855,168.55,599.10
6856,168.56,599.29
6857,168.57,599.48
6858,168.58,599.67
6859,168.59,599.86
6860,168.60,600.05
6861,168.61,600.23
6862,168.62,600.42
6863,168.63,600.61
6864,168.64,600.80
6865,168.65,600.99
6866,168.66,601.18
6867,168.67,601.37
6868,168.68,601.56
6869,168.69,601.74
6870,168.70,601.93
6871,168.71,602.12
6872,168.72,602.31
6873,168.73,602.50
6874,168.74,602.69
6875,168.75,602.88
6876,168.76,603.07
6877,168.77,603.26
6878,168.78,603.45
6879,168.79,603.63
6880,168.80,603.82
6881,168.81,604.01
6882,168.82,604.20
6883,168.83,604.39
6884,168.84,604.58
6885,168.85,604.77
6886,168.86,604.96
6887,168.87,605.15
6888,168.88,605.34
6889,168.89,605.53
6890,168.90,605.72
6891,168.91,605.91
6892,168.92,606.10
6893,168.93,606.29
6894,168.94,606.48
6895,168.95,606.67
6896,168.96,606.86
6897,168.97,607.05
6898,168.98,607.24
6899,168.99,607.43
6900,169.00,607.62
6901,169.01,607.81
6902,169.02,608.00
6903,169.03,608.19
6904,169.04,608.38
6905,169.05,608.57
6906,169.06,608.76
6907,169.07,608.95
6908,169.08,609.14
6909,169.09,609.33
6910,169.10,609.52
6911,169.11,609.71
6912,169.12,609.90
6913,169.13,610.09
6914,169.14,610.28
6915,169.15,610.47
6916,169.16,610.66
6917,169.17,610.85
6918,169.18,611.04
6919,169.19,611.24
6920,169.20,611.43
6921,169.21,611.62
6922,169.22,611.81
6923,169.23,612.00
6924,169.24,612.19
6925,169.25,612.38
6926,169.26,612.57
6927,169.27,612.76
6928,169.28,612.96
6929,169.29,613.15
6930,169.30,613.34
6931,169.31,613.53
6932,169.32,613.72
6933,169.33,613.91
6934,169.34,614.10
6935,169.35,614.29
6936,169.36,614.49
6937,169.37,614.68
6938,169.38,614.87
6939,169.39,615.06
6940,169.40,615.25
6941,169.41,615.44
6942,169.42,615.64
6943,169.43,615.83
6944,169.44,616.02
6945,169.45,616.21
6946,169.46,616.40
6947,169.47,616.60
6948,169.48,616.79
6949,169.49,616.98
6950,169.50,617.17
6951,169.51,617.36
6952,169.52,617.56
6953,169.53,617.75
6954,169.54,617.94
6955,169.55,618.13
6956,169.56,618.33
6957,169.57,618.52
6958,169.58,618.71
6959,169.59,618.90
6960,169.60,619.10
6961,169.61,619.29
6962,169.62,619.48
6963,169.63,619.67
6964,169.64,619.87
6965,169.65,620.06
6966,169.66,620.25
6967,169.67,620.44
6968,169.68,620.64
6969,169.69,620.83
6970,169.70,621.02
6971,169.71,621.22
6972,169.72,621.41
6973,169.73,621.60
6974,169.74,621.80
6975,169.75,621.99
6976,169.76,622.18
6977,169.77,622.37
6978,169.78,622.57
6979,169.79,622.76
6980,169.80,622.95
6981,169.81,623.15
6982,169.82,623.34
6983,169.83,623.53
6984,169.84,623.73
6985,169.85,623.92
6986,169.86,624.12
6987,169.87,624.31
6988,169.88,624.50
6989,169.89,624.70
6990,169.90,624.89
6991,169.91,625.08
6992,169.92,625.28
6993,169.93,625.47
6994,169.94,625.67
6995,169.95,625.86
6996,169.96,626.05
6997,169.97,626.25
6998,169.98,626.44
6999,169.99,626.64
7000,170.00,626.83
7001,170.01,627.02
7002,170.02,627.22
7003,170.03,627.41
7004,170.04,627.61
7005,170.05,627.80
7006,170.06,628.00
7007,170.07,628.19
7008,170.08,628.38
7009,170.09,628.58
7010,170.10,628.77
7011,170.11,628.97
7012,170.12,629.16
7013,170.13,629.36
7014,170.14,629.55
7015,170.15,629.75
7016,170.16,629.94
7017,170.17,630.14
7018,170.18,630.33
7019,170.19,630.53
7020,170.20,630.72
7021,170.21,630.92
7022,170.22,631.11
7023,170.23,631.31
7024,170.24,631.50
7025,170.25,631.70
7026,170.26,631.89
7027,170.27,632.09
7028,170.28,632.28
7029,170.29,632.48
7030,170.30,632.67
7031,170.31,632.87
7032,170.32,633.07
7033,170.33,633.26
7034,170.34,633.46
7035,170.35,633.65
7036,170.36,633.85
7037,170.37,634.04
7038,170.38,634.24
7039,170.39,634.43
7040,170.40,634.63
7041,170.41,634.83
7042,170.42,635.02
7043,170.43,635.22
7044,170.44,635.41
7045,170.45,635.61
7046,170.46,635.81
7047,170.47,636.00
7048,170.48,636.20
7049,170.49,636.39
7050,170.50,636.59
7051,170.51,636.79
7052,170.52,636.98
7053,170.53,637.18
7054,170.54,637.38
7055,170.55,637.57
7056,170.56,637.77
7057,170.57,637.97
7058,170.58,638.16
7059,170.59,638.36
7060,170.60,638.56
7061,170.61,638.75
7062,170.62,638.95
7063,170.63,639.15
7064,170.64,639.34
7065,170.65,639.54
7066,170.66,639.74
7067,170.67,639.93
7068,170.68,640.13
7069,170.69,640.33
7070,170.70,640.52
7071,170.71,640.72
7072,170.72,640.92
7073,170.73,641.12
7074,170.74,641.31
7075,170.75,641.51
7076,170.76,641.71
7077,170.77,641.91
7078,170.78,642.10
7079,170.79,642.30
7080,170.80,642.50
7081,170.81,642.70
7082,170.82,642.89
7083,170.83,643.09
7084,170.84,643.29
7085,170.85,643.49
7086,170.86,643.68
7087,170.87,643.88
7088,170.88,644.08
7089,170.89,644.28
7090,170.90,644.47
7091,170.91,644.67
7092,170.92,644.87
7093,170.93,645.07
7094,170.94,645.27
7095,170.95,645.46
7096,170.96,645.66
7097,170.97,645.86
7098,170.98,646.06
7099,170.99,646.26
7100,171.00,646.46
7101,171.01,646.65
7102,171.02,646.85
7103,171.03,647.05
7104,171.04,647.25
7105,171.05,647.45
7106,171.06,647.65
7107,171.07,647.85
7108,171.08,648.04
7109,171.09,648.24
7110,171.10,648.44
7111,171.11,648.64
7112,171.12,648.84
7113,171.13,649.04
7114,171.14,649.24
7115,171.15,649.44
7116,171.16,649.63
7117,171.17,649.83
7118,171.18,650.03
7119,171.19,650.23
7120,171.20,650.43
7121,171.21,650.63
7122,171.22,650.83
7123,171.23,651.03
7124,171.24,651.23
7125,171.25,651.43
7126,171.26,651.63
7127,171.27,651.83
7128,171.28,652.03
7129,171.29,652.23
7130,171.30,652.42
7131,171.31,652.62
7132,171.32,652.82
7133,171.33,653.02
7134,171.34,653.22
7135,171.35,653.42
7136,171.36,653.62
7137,171.37,653.82
7138,171.38,654.02
7139,171.39,654.22
7140,171.40,654.42
7141,171.41,654.62
7142,171.42,654.82
7143,171.43,655.02
7144,171.44,655.22
7145,171.45,655.42
7146,171.46,655.62
7147,171.47,655.82
7148,171.48,656.02
7149,171.49,656.22
7150,171.50,656.42
7151,171.51,656.63
7152,171.52,656.83
7153,171.53,657.03
7154,171.54,657.23
7155,171.55,657.43
7156,171.56,657.63
7157,171.57,657.83
7158,171.58,658.03
7159,171.59,658.23
7160,171.60,658.43
7161,171.61,658.63
7162,171.62,658.83
7163,171.63,659.03
7164,171.64,659.23
7165,171.65,659.44
7166,171.66,659.64
7167,171.67,659.84
7168,171.68,660.04
7169,171.69,660.24
7170,171.70,660.44
7171,171.71,660.64
7172,171.72,660.84
7173,171.73,661.05
7174,171.74,661.25
7175,171.75,661.45
7176,171.76,661.65
7177,171.77,661.85
7178,171.78,662.05
7179,171.79,662.25
7180,171.80,662.46
7181,171.81,662.66
7182,171.82,662.86
7183,171.83,663.06
7184,171.84,663.26
7185,171.85,663.46
7186,171.86,663.67
7187,171.87,663.87
7188,171.88,664.07
7189,171.89,664.27
7190,171.90,664.47
7191,171.91,664.68
7192,171.92,664.88
7193,171.93,665.08
7194,171.94,665.28
7195,171.95,665.49
7196,171.96,665.69
7197,171.97,665.89
7198,171.98,666.09
7199,171.99,666.30
7200,172.00,666.50
7201,172.01,666.70
7202,172.02,666.90
7203,172.03,667.11
7204,172.04,667.31
7205,172.05,667.51
7206,172.06,667.71
7207,172.07,667.92
7208,172.08,668.12
7209,172.09,668.32
7210,172.10,668.52
7211,172.11,668.73
7212,172.12,668.93
7213,172.13,669.13
7214,172.14,669.34
7215,172.15,669.54
7216,172.16,669.74
7217,172.17,669.95
7218,172.18,670.15
7219,172.19,670.35
7220,172.20,670.56
7221,172.21,670.76
7222,172.22,670.96
7223,172.23,671.17
7224,172.24,671.37
7225,172.25,671.57
7226,172.26,671.78
7227,172.27,671.98
7228,172.28,672.18
7229,172.29,672.39
7230,172.30,672.59
7231,172.31,672.80
7232,172.32,673.00
7233,172.33,673.20
7234,172.34,673.41
7235,172.35,673.61
7236,172.36,673.81
7237,172.37,674.02
7238,172.38,674.22
7239,172.39,674.43
7240,172.40,674.63
7241,172.41,674.84
7242,172.42,675.04
7243,172.43,675.24
7244,172.44,675.45
7245,172.45,675.65
7246,172.46,675.86
7247,172.47,676.06
7248,172.48,676.27
7249,172.49,676.47
7250,172.50,676.68
7251,172.51,676.88
7252,172.52,677.08
7253,172.53,677.29
7254,172.54,677.49
7255,172.55,677.70
7256,172.56,677.90
7257,172.57,678.11
7258,172.58,678.31
7259,172.59,678.52
7260,172.60,678.72
7261,172.61,678.93
7262,172.62,679.13
7263,172.63,679.34
7264,172.64,679.54
7265,172.65,679.75
7266,172.66,679.95
7267,172.67,680.16
7268,172.68,680.36
7269,172.69,680.57
7270,172.70,680.78
7271,172.71,680.98
7272,172.72,681.19
7273,172.73,681.39
7274,172.74,681.60
7275,172.75,681.80
7276,172.76,682.01
7277,172.77,682.21
7278,172.78,682.42
7279,172.79,682.63
7280,172.80,682.83
7281,172.81,683.04
7282,172.82,683.24
7283,172.83,683.45
7284,172.84,683.66
7285,172.85,683.86
7286,172.86,684.07
7287,172.87,684.27
7288,172.88,684.48
7289,172.89,684.69
7290,172.90,684.89
7291,172.91,685.10
7292,172.92,685.31
7293,172.93,685.51
7294,172.94,685.72
7295,172.95,685.92
7296,172.96,686.13
7297,172.97,686.34
7298,172.98,686.54
7299,172.99,686.75
7300,173.00,686.96
7301,173.01,687.16
7302,173.02,687.37
7303,173.03,687.58
7304,173.04,687.78
7305,173.05,687.99
7306,173.06,688.20
7307,173.07,688.41
7308,173.08,688.61
7309,173.09,688.82
7310,173.10,689.03
7311,173.11,689.23
7312,173.12,689.44
7313,173.13,689.65
7314,173.14,689.86
7315,173.15,690.06
7316,173.16,690.27
7317,173.17,690.48
7318,173.18,690.68
7319,173.19,690.89
7320,173.20,691.10
7321,173.21,691.31
7322,173.22,691.51
7323,173.23,691.72
7324,173.24,691.93
7325,173.25,692.14
7326,173.26,692.35
7327,173.27,692.55
7328,173.28,692.76
7329,173.29,692.97
7330,173.30,693.18
7331,173.31,693.38
7332,173.32,693.59
7333,173.33,693.80
7334,173.34,694.01
7335,173.35,694.22
7336,173.36,694.43
7337,173.37,694.63
7338,173.38,694.84
7339,173.39,695.05
7340,173.40,695.26
7341,173.41,695.47
7342,173.42,695.68
7343,173.43,695.88
7344,173.44,696.09
7345,173.45,696.30
7346,173.46,696.51
7347,173.47,696.72
7348,173.48,696.93
7349,173.49,697.14
7350,173.50,697.34
7351,173.51,697.55
7352,173.52,697.76
7353,173.53,697.97
7354,173.54,698.18
7355,173.55,698.39
7356,173.56,698.60
7357,173.57,698.81
7358,173.58,699.02
7359,173.59,699.23
7360,173.60,699.43
7361,173.61,699.64
7362,173.62,699.85
7363,173.63,700.06
7364,173.64,700.27
7365,173.65,700.48
7366,173.66,700.69
7367,173.67,700.90
7368,173.68,701.11
7369,173.69,701.32
7370,173.70,701.53
7371,173.71,701.74
7372,173.72,701.95
7373,173.73,702.16
7374,173.74,702.37
7375,173.75,702.58
7376,173.76,702.79
7377,173.77,703.00
7378,173.78,703.21
7379,173.79,703.42
7380,173.80,703.63
7381,173.81,703.84
7382,173.82,704.05
7383,173.83,704.26
7384,173.84,704.47
7385,173.85,704.68
7386,173.86,704.89
7387,173.87,705.10
7388,173.88,705.31
7389,173.89,705.52
7390,173.90,705.73
7391,173.91,705.94
7392,173.92,706.15
7393,173.93,706.36
7394,173.94,706.57
7395,173.95,706.78
7396,173.96,706.99
7397,173.97,707.20
7398,173.98,707.42
7399,173.99,707.63
7400,174.00,707.84
7401,174.01,708.05
7402,174.02,708.26
7403,174.03,708.47
7404,174.04,708.68
7405,174.05,708.89
7406,174.06,709.10
7407,174.07,709.31
7408,174.08,709.53
7409,174.09,709.74
7410,174.10,709.95
7411,174.11,710.16
7412,174.12,710.37
7413,174.13,710.58
7414,174.14,710.79
7415,174.15,711.01
7416,174.16,711.22
7417,174.17,711.43
7418,174.18,711.64
7419,174.19,711.85
7420,174.20,712.06
7421,174.21,712.28
7422,174.22,712.49
7423,174.23,712.70
7424,174.24,712.91
7425,174.25,713.12
7426,174.26,713.34
7427,174.27,713.55
7428,174.28,713.76
7429,174.29,713.97
7430,174.30,714.18
7431,174.31,714.40
7432,174.32,714.61
7433,174.33,714.82
7434,174.34,715.03
7435,174.35,715.24
7436,174.36,715.46
7437,174.37,715.67
7438,174.38,715.88
7439,174.39,716.09
7440,174.40,716.31
7441,174.41,716.52
7442,174.42,716.73
7443,174.43,716.95
7444,174.44,717.16
7445,174.45,717.37
7446,174.46,717.58
7447,174.47,717.80
7448,174.48,718.01
7449,174.49,718.22
7450,174.50,718.44
7451,174.51,718.65
7452,174.52,718.86
7453,174.53,719.07
7454,174.54,719.29
7455,174.55,719.50
7456,174.56,719.71
7457,174.57,719.93
7458,174.58,720.14
7459,174.59,720.35
7460,174.60,720.57
7461,174.61,720.78
7462,174.62,720.99
7463,174.63,721.21
7464,174.64,721.42
7465,174.65,721.64
7466,174.66,721.85
7467,174.67,722.06
7468,174.68,722.28
7469,174.69,722.49
7470,174.70,722.70
7471,174.71,722.92
7472,174.72,723.13
7473,174.73,723.35
7474,174.74,723.56
7475,174.75,723.77
7476,174.76,723.99
7477,174.77,724.20
7478,174.78,724.42
7479,174.79,724.63
7480,174.80,724.85
7481,174.81,725.06
7482,174.82,725.27
7483,174.83,725.49
7484,174.84,725.70
7485,174.85,725.92
7486,174.86,726.13
7487,174.87,726.35
7488,174.88,726.56
7489,174.89,726.78
7490,174.90,726.99
