,Z,W
5122,151.22,329.05
5123,151.23,329.18
5124,151.24,329.30
5125,151.25,329.43
5126,151.26,329.55
5127,151.27,329.68
5128,151.28,329.81
5129,151.29,329.93
5130,151.30,330.06
5131,151.31,330.18
5132,151.32,330.31
5133,151.33,330.44
5134,151.34,330.56
5135,151.35,330.69
5136,151.36,330.82
5137,151.37,330.94
5138,151.38,331.07
5139,151.39,331.19
5140,151.40,331.32
5141,151.41,331.45
5142,151.42,331.57
5143,151.43,331.70
5144,151.44,331.83
5145,151.45,331.95
5146,151.46,332.08
5147,151.47,332.21
5148,151.48,332.33
5149,151.49,332.46
5150,151.50,332.59
5151,151.51,332.71
5152,151.52,332.84
5153,151.53,332.97
5154,151.54,333.09
5155,151.55,333.22
5156,151.56,333.35
5157,151.57,333.48
5158,151.58,333.60
5159,151.59,333.73
5160,151.60,333.86
5161,151.61,333.98
5162,151.62,334.11
5163,151.63,334.24
5164,151.64,334.37
5165,151.65,334.49
5166,151.66,334.62
5167,151.67,334.75
5168,151.68,334.87
5169,151.69,335.00
5170,151.70,335.13
5171,151.71,335.26
5172,151.72,335.38
5173,151.73,335.51
5174,151.74,335.64
5175,151.75,335.77
5176,151.76,335.90
5177,151.77,336.02
5178,151.78,336.15
5179,151.79,336.28
5180,151.80,336.41
5181,151.81,336.53
5182,151.82,336.66
5183,151.83,336.79
5184,151.84,336.92
5185,151.85,337.05
5186,151.86,337.17
5187,151.87,337.30
5188,151.88,337.43
5189,151.89,337.56
5190,151.90,337.69
5191,151.91,337.81
5192,151.92,337.94
5193,151.93,338.07
5194,151.94,338.20
5195,151.95,338.33
5196,151.96,338.46
5197,151.97,338.58
5198,151.98,338.71
5199,151.99,338.84
5200,152.00,338.97
5201,152.01,339.10
5202,152.02,339.23
5203,152.03,339.36
5204,152.04,339.48
5205,152.05,339.61
5206,152.06,339.74
5207,152.07,339.87
5208,152.08,340.00
5209,152.09,340.13
5210,152.10,340.26
5211,152.11,340.39
5212,152.12,340.51
5213,152.13,340.64
5214,152.14,340.77
5215,152.15,340.90
5216,152.16,341.03
5217,152.17,341.16
5218,152.18,341.29
5219,152.19,341.42
5220,152.20,341.55
5221,152.21,341.68
5222,152.22,341.81
5223,152.23,341.93
5224,152.24,342.06
5225,152.25,342.19
5226,152.26,342.32
5227,152.27,342.45
5228,152.28,342.58
5229,152.29,342.71
5230,152.30,342.84
5231,152.31,342.97
5232,152.32,343.10
5233,152.33,343.23
5234,152.34,343.36
5235,152.35,343.49
5236,152.36,343.62
5237,152.37,343.75
5238,152.38,343.88
5239,152.39,344.01
5240,152.40,344.14
5241,152.41,344.27
5242,152.42,344.40
5243,152.43,344.53
5244,152.44,344.66
5245,152.45,344.79
5246,152.46,344.92
5247,152.47,345.05
5248,152.48,345.18
5249,152.49,345.31
5250,152.50,345.44
5251,152.51,345.57
5252,152.52,345.70
5253,152.53,345.83
5254,152.54,345.96
5255,152.55,346.09
5256,152.56,346.22
5257,152.57,346.35
5258,152.58,346.48
5259,152.59,346.61
5260,152.60,346.74
5261,152.61,346.87
5262,152.62,347.00
5263,152.63,347.13
5264,152.64,347.26
5265,152.65,347.39
5266,152.66,347.53
5267,152.67,347.66
5268,152.68,347.79
5269,152.69,347.92
5270,152.70,348.05
5271,152.71,348.18
5272,152.72,348.31
5273,152.73,348.44
5274,152.74,348.57
5275,152.75,348.70
5276,152.76,348.83
5277,152.77,348.97
5278,152.78,349.10
5279,152.79,349.23
5280,152.80,349.36
5281,152.81,349.49
5282,152.82,349.62
5283,152.83,349.75
5284,152.84,349.88
5285,152.85,350.02
5286,152.86,350.15
5287,152.87,350.28
5288,152.88,350.41
5289,152.89,350.54
5290,152.90,350.67
5291,152.91,350.81
5292,152.92,350.94
5293,152.93,351.07
5294,152.94,351.20
5295,152.95,351.33
5296,152.96,351.46
5297,152.97,351.60
5298,152.98,351.73
5299,152.99,351.86
5300,153.00,351.99
5301,153.01,352.12
5302,153.02,352.25
5303,153.03,352.39
5304,153.04,352.52
5305,153.05,352.65
5306,153.06,352.78
5307,153.07,352.92
5308,153.08,353.05
5309,153.09,353.18
5310,153.10,353.31
5311,153.11,353.44
5312,153.12,353.58
5313,153.13,353.71
5314,153.14,353.84
5315,153.15,353.97
5316,153.16,354.11
5317,153.17,354.24
5318,153.18,354.37
5319,153.19,354.50
5320,153.20,354.64
5321,153.21,354.77
5322,153.22,354.90
5323,153.23,355.03
5324,153.24,355.17
5325,153.25,355.30
5326,153.26,355.43
5327,153.27,355.56
5328,153.28,355.70
5329,153.29,355.83
5330,153.30,355.96
5331,153.31,356.10
5332,153.32,356.23
5333,153.33,356.36
5334,153.34,356.50
5335,153.35,356.63
5336,153.36,356.76
5337,153.37,356.89
5338,153.38,357.03
5339,153.39,357.16
5340,153.40,357.29
5341,153.41,357.43
5342,153.42,357.56
5343,153.43,357.69
5344,153.44,357.83
5345,153.45,357.96
5346,153.46,358.09
5347,153.47,358.23
5348,153.48,358.36
5349,153.49,358.49
5350,153.50,358.63
5351,153.51,358.76
5352,153.52,358.90
5353,153.53,359.03
5354,153.54,359.16
5355,153.55,359.30
5356,153.56,359.43
5357,153.57,359.56
5358,153.58,359.70
5359,153.59,359.83
5360,153.60,359.97
5361,153.61,360.10
5362,153.62,360.23
5363,153.63,360.37
5364,153.64,360.50
5365,153.65,360.64
5366,153.66,360.77
5367,153.67,360.90
5368,153.68,361.04
5369,153.69,361.17
5370,153.70,361.31
5371,153.71,361.44
5372,153.72,361.58
5373,153.73,361.71
5374,153.74,361.84
5375,153.75,361.98
5376,153.76,362.11
5377,153.77,362.25
5378,153.78,362.38
5379,153.79,362.52
5380,153.80,362.65
5381,153.81,362.79
5382,153.82,362.92
5383,153.83,363.05
5384,153.84,363.19
5385,153.85,363.32
5386,153.86,363.46
5387,153.87,363.59
5388,153.88,363.73
5389,153.89,363.86
5390,153.90,364.00
5391,153.91,364.13
5392,153.92,364.27
5393,153.93,364.40
5394,153.94,364.54
5395,153.95,364.67
5396,153.96,364.81
5397,153.97,364.94
5398,153.98,365.08
5399,153.99,365.21
5400,154.00,365.35
5401,154.01,365.48
5402,154.02,365.62
5403,154.03,365.76
5404,154.04,365.89
5405,154.05,366.03
5406,154.06,366.16
5407,154.07,366.30
5408,154.08,366.43
5409,154.09,366.57
5410,154.10,366.70
5411,154.11,366.84
5412,154.12,366.97
5413,154.13,367.11
5414,154.14,367.25
5415,154.15,367.38
5416,154.16,367.52
5417,154.17,367.65
5418,154.18,367.79
5419,154.19,367.93
5420,154.20,368.06
5421,154.21,368.20
5422,154.22,368.33
5423,154.23,368.47
5424,154.24,368.61
5425,154.25,368.74
5426,154.26,368.88
5427,154.27,369.01
5428,154.28,369.15
5429,154.29,369.29
5430,154.30,369.42
5431,154.31,369.56
5432,154.32,369.69
5433,154.33,369.83
5434,154.34,369.97
5435,154.35,370.10
5436,154.36,370.24
5437,154.37,370.38
5438,154.38,370.51
5439,154.39,370.65
5440,154.40,370.79
5441,154.41,370.92
5442,154.42,371.06
5443,154.43,371.20
5444,154.44,371.33
5445,154.45,371.47
5446,154.46,371.61
5447,154.47,371.74
5448,154.48,371.88
5449,154.49,372.02
5450,154.50,372.15
5451,154.51,372.29
5452,154.52,372.43
5453,154.53,372.56
5454,154.54,372.70
5455,154.55,372.84
5456,154.56,372.98
5457,154.57,373.11
5458,154.58,373.25
5459,154.59,373.39
5460,154.60,373.52
5461,154.61,373.66
5462,154.62,373.80
5463,154.63,373.94
5464,154.64,374.07
5465,154.65,374.21
5466,154.66,374.35
5467,154.67,374.49
5468,154.68,374.62
5469,154.69,374.76
5470,154.70,374.90
5471,154.71,375.04
5472,154.72,375.17
5473,154.73,375.31
5474,154.74,375.45
5475,154.75,375.59
5476,154.76,375.72
5477,154.77,375.86
5478,154.78,376.00
5479,154.79,376.14
5480,154.80,376.28
5481,154.81,376.41
5482,154.82,376.55
5483,154.83,376.69
5484,154.84,376.83
5485,154.85,376.97
5486,154.86,377.10
5487,154.87,377.24
5488,154.88,377.38
5489,154.89,377.52
5490,154.90,377.66
5491,154.91,377.79
5492,154.92,377.93
5493,154.93,378.07
5494,154.94,378.21
5495,154.95,378.35
5496,154.96,378.49
5497,154.97,378.62
5498,154.98,378.76
5499,154.99,378.90
5500,155.00,379.04
5501,155.01,379.18
5502,155.02,379.32
5503,155.03,379.46
5504,155.04,379.59
5505,155.05,379.73
5506,155.06,379.87
5507,155.07,380.01
5508,155.08,380.15
5509,155.09,380.29
5510,155.10,380.43
5511,155.11,380.57
5512,155.12,380.70
5513,155.13,380.84
5514,155.14,380.98
5515,155.15,381.12
5516,155.16,381.26
5517,155.17,381.40
5518,155.18,381.54
5519,155.19,381.68
5520,155.20,381.82
5521,155.21,381.96
5522,155.22,382.10
5523,155.23,382.24
5524,155.24,382.37
5525,155.25,382.51
5526,155.26,382.65
5527,155.27,382.79
5528,155.28,382.93
5529,155.29,383.07
5530,155.30,383.21
5531,155.31,383.35
5532,155.32,383.49
5533,155.33,383.63
5534,155.34,383.77
5535,155.35,383.91
5536,155.36,384.05
5537,155.37,384.19
5538,155.38,384.33
5539,155.39,384.47
5540,155.40,384.61
5541,155.41,384.75
5542,155.42,384.89
5543,155.43,385.03
5544,155.44,385.17
5545,155.45,385.31
5546,155.46,385.45
5547,155.47,385.59
5548,155.48,385.73
5549,155.49,385.87
5550,155.50,386.01
5551,155.51,386.15
5552,155.52,386.29
5553,155.53,386.43
5554,155.54,386.57
5555,155.55,386.71
5556,155.56,386.85
5557,155.57,386.99
5558,155.58,387.13
5559,155.59,387.27
5560,155.60,387.41
5561,155.61,387.55
5562,155.62,387.69
5563,155.63,387.83
5564,155.64,387.97
5565,155.65,388.11
5566,155.66,388.26
5567,155.67,388.40
5568,155.68,388.54
5569,155.69,388.68
5570,155.70,388.82
5571,155.71,388.96
5572,155.72,389.10
5573,155.73,389.24
5574,155.74,389.38
5575,155.75,389.52
5576,155.76,389.66
5577,155.77,389.81
5578,155.78,389.95
5579,155.79,390.09
5580,155.80,390.23
5581,155.81,390.37
5582,155.82,390.51
5583,155.83,390.65
5584,155.84,390.79
5585,155.85,390.93
5586,155.86,391.08
5587,155.87,391.22
5588,155.88,391.36
5589,155.89,391.50
5590,155.90,391.64
5591,155.91,391.78
5592,155.92,391.93
5593,155.93,392.07
5594,155.94,392.21
5595,155.95,392.35
5596,155.96,392.49
5597,155.97,392.63
5598,155.98,392.78
5599,155.99,392.92
5600,156.00,393.06
5601,156.01,393.20
5602,156.02,393.34
5603,156.03,393.48
5604,156.04,393.63
5605,156.05,393.77
5606,156.06,393.91
5607,156.07,394.05
5608,156.08,394.19
5609,156.09,394.34
5610,156.10,394.48
5611,156.11,394.62
5612,156.12,394.76
5613,156.13,394.91
5614,156.14,395.05
5615,156.15,395.19
5616,156.16,395.33
5617,156.17,395.47
5618,156.18,395.62
5619,156.19,395.76
5620,156.20,395.90
5621,156.21,396.04
5622,156.22,396.19
5623,156.23,396.33
5624,156.24,396.47
5625,156.25,396.62
5626,156.26,396.76
5627,156.27,396.90
5628,156.28,397.04
5629,156.29,397.19
5630,156.30,397.33
5631,156.31,397.47
5632,156.32,397.61
5633,156.33,397.76
5634,156.34,397.90
5635,156.35,398.04
5636,156.36,398.19
5637,156.37,398.33
5638,156.38,398.47
5639,156.39,398.62
5640,156.40,398.76
5641,156.41,398.90
5642,156.42,399.05
5643,156.43,399.19
5644,156.44,399.33
5645,156.45,399.48
5646,156.46,399.62
5647,156.47,399.76
5648,156.48,399.91
5649,156.49,400.05
5650,156.50,400.19
5651,156.51,400.34
5652,156.52,400.48
5653,156.53,400.62
5654,156.54,400.77
5655,156.55,400.91
5656,156.56,401.05
5657,156.57,401.20
5658,156.58,401.34
5659,156.59,401.49
5660,156.60,401.63
5661,156.61,401.77
5662,156.62,401.92
5663,156.63,402.06
5664,156.64,402.20
5665,156.65,402.35
5666,156.66,402.49
5667,156.67,402.64
5668,156.68,402.78
5669,156.69,402.92
5670,156.70,403.07
5671,156.71,403.21
5672,156.72,403.36
5673,156.73,403.50
5674,156.74,403.65
5675,156.75,403.79
5676,156.76,403.93
5677,156.77,404.08
5678,156.78,404.22
5679,156.79,404.37
5680,156.80,404.51
5681,156.81,404.66
5682,156.82,404.80
5683,156.83,404.95
5684,156.84,405.09
5685,156.85,405.24
5686,156.86,405.38
5687,156.87,405.52
5688,156.88,405.67
5689,156.89,405.81
5690,156.90,405.96
5691,156.91,406.10
5692,156.92,406.25
5693,156.93,406.39
5694,156.94,406.54
5695,156.95,406.68
5696,156.96,406.83
5697,156.97,406.97
5698,156.98,407.12
5699,156.99,407.26
5700,157.00,407.41
5701,157.01,407.55
5702,157.02,407.70
5703,157.03,407.84
5704,157.04,407.99
5705,157.05,408.14
5706,157.06,408.28
5707,157.07,408.43
5708,157.08,408.57
5709,157.09,408.72
5710,157.10,408.86
5711,157.11,409.01
5712,157.12,409.15
5713,157.13,409.30
5714,157.14,409.45
5715,157.15,409.59
5716,157.16,409.74
5717,157.17,409.88
5718,157.18,410.03
5719,157.19,410.17
5720,157.20,410.32
5721,157.21,410.47
5722,157.22,410.61
5723,157.23,410.76
5724,157.24,410.90
5725,157.25,411.05
5726,157.26,411.20
5727,157.27,411.34
5728,157.28,411.49
5729,157.29,411.63
5730,157.30,411.78
5731,157.31,411.93
5732,157.32,412.07
5733,157.33,412.22
5734,157.34,412.36
5735,157.35,412.51
5736,157.36,412.66
5737,157.37,412.80
5738,157.38,412.95
5739,157.39,413.10
5740,157.40,413.24
5741,157.41,413.39
5742,157.42,413.54
5743,157.43,413.68
5744,157.44,413.83
5745,157.45,413.98
5746,157.46,414.12
5747,157.47,414.27
5748,157.48,414.42
5749,157.49,414.56
5750,157.50,414.71
5751,157.51,414.86
5752,157.52,415.00
5753,157.53,415.15
5754,157.54,415.30
5755,157.55,415.45
5756,157.56,415.59
5757,157.57,415.74
5758,157.58,415.89
5759,157.59,416.03
5760,157.60,416.18
5761,157.61,416.33
5762,157.62,416.48
5763,157.63,416.62
5764,157.64,416.77
5765,157.65,416.92
5766,157.66,417.06
5767,157.67,417.21
5768,157.68,417.36
5769,157.69,417.51
5770,157.70,417.65
5771,157.71,417.80
5772,157.72,417.95
5773,157.73,418.10
5774,157.74,418.25
5775,157.75,418.39
5776,157.76,418.54
5777,157.77,418.69
5778,157.78,418.84
5779,157.79,418.98
5780,157.80,419.13
5781,157.81,419.28
5782,157.82,419.43
5783,157.83,419.58
5784,157.84,419.72
5785,157.85,419.87
5786,157.86,420.02
5787,157.87,420.17
5788,157.88,420.32
5789,157.89,420.46
5790,157.90,420.61
5791,157.91,420.76
5792,157.92,420.91
5793,157.93,421.06
5794,157.94,421.21
5795,157.95,421.35
5796,157.96,421.50
5797,157.97,421.65
5798,157.98,421.80
5799,157.99,421.95
5800,158.00,422.10
5801,158.01,422.24
5802,158.02,422.39
5803,158.03,422.54
5804,158.04,422.69
5805,158.05,422.84
5806,158.06,422.99
5807,158.07,423.14
5808,158.08,423.29
5809,158.09,423.43
5810,158.10,423.58
5811,158.11,423.73
5812,158.12,423.88
5813,158.13,424.03
5814,158.14,424.18
5815,158.15,424.33
5816,158.16,424.48
5817,158.17,424.63
5818,158.18,424.78
5819,158.19,424.93
5820,158.20,425.07
5821,158.21,425.22
5822,158.22,425.37
5823,158.23,425.52
5824,158.24,425.67
5825,158.25,425.82
5826,158.26,425.97
5827,158.27,426.12
5828,158.28,426.27
5829,158.29,426.42
5830,158.30,426.57
5831,158.31,426.72
5832,158.32,426.87
5833,158.33,427.02
5834,158.34,427.17
5835,158.35,427.32
5836,158.36,427.47
5837,158.37,427.62
5838,158.38,427.77
5839,158.39,427.92
5840,158.40,428.07
5841,158.41,428.22
5842,158.42,428.37
5843,158.43,428.52
5844,158.44,428.67
5845,158.45,428.82
5846,158.46,428.97
5847,158.47,429.12
5848,158.48,429.27
5849,158.49,429.42
5850,158.50,429.57
5851,158.51,429.72
5852,158.52,429.87
5853,158.53,430.02
5854,158.54,430.17
5855,158.55,430.32
5856,158.56,430.47
5857,158.57,430.62
5858,158.58,430.77
5859,158.59,430.92
5860,158.60,431.07
5861,158.61,431.22
5862,158.62,431.37
5863,158.63,431.52
5864,158.64,431.67
5865,158.65,431.83
5866,158.66,431.98
5867,158.67,432.13
5868,158.68,432.28
5869,158.69,432.43
5870,158.70,432.58
5871,158.71,432.73
5872,158.72,432.88
5873,158.73,433.03
5874,158.74,433.18
5875,158.75,433.34
5876,158.76,433.49
5877,158.77,433.64
5878,158.78,433.79
5879,158.79,433.94
5880,158.80,434.09
5881,158.81,434.24
5882,158.82,434.39
5883,158.83,434.55
5884,158.84,434.70
5885,158.85,434.85
5886,158.86,435.00
5887,158.87,435.15
5888,158.88,435.30
5889,158.89,435.45
5890,158.90,435.61
5891,158.91,435.76
5892,158.92,435.91
5893,158.93,436.06
5894,158.94,436.21
5895,158.95,436.37
5896,158.96,436.52
5897,158.97,436.67
5898,158.98,436.82
5899,158.99,436.97
5900,159.00,437.12
5901,159.01,437.28
5902,159.02,437.43
5903,159.03,437.58
5904,159.04,437.73
5905,159.05,437.89
5906,159.06,438.04
5907,159.07,438.19
5908,159.08,438.34
5909,159.09,438.49
5910,159.10,438.65
5911,159.11,438.80
5912,159.12,438.95
5913,159.13,439.10
5914,159.14,439.26
5915,159.15,439.41
5916,159.16,439.56
5917,159.17,439.71
5918,159.18,439.87
5919,159.19,440.02
5920,159.20,440.17
5921,159.21,440.32
5922,159.22,440.48
5923,159.23,440.63
5924,159.24,440.78
5925,159.25,440.94
5926,159.26,441.09
5927,159.27,441.24
5928,159.28,441.39
5929,159.29,441.55
5930,159.30,441.70
5931,159.31,441.85
5932,159.32,442.01
5933,159.33,442.16
5934,159.34,442.31
5935,159.35,442.47
5936,159.36,442.62
5937,159.37,442.77
5938,159.38,442.93
5939,159.39,443.08
5940,159.40,443.23
5941,159.41,443.39
5942,159.42,443.54
5943,159.43,443.69
5944,159.44,443.85
5945,159.45,444.00
5946,159.46,444.15
5947,159.47,444.31
5948,159.48,444.46
5949,159.49,444.62
5950,159.50,444.77
5951,159.51,444.92
5952,159.52,445.08
5953,159.53,445.23
5954,159.54,445.38
5955,159.55,445.54
5956,159.56,445.69
5957,159.57,445.85
5958,159.58,446.00
5959,159.59,446.15
5960,159.60,446.31
5961,159.61,446.46
5962,159.62,446.62
5963,159.63,446.77
5964,159.64,446.92
5965,159.65,447.08
5966,159.66,447.23
5967,159.67,447.39
5968,159.68,447.54
5969,159.69,447.70
5970,159.70,447.85
5971,159.71,448.01
5972,159.72,448.16
5973,159.73,448.31
5974,159.74,448.47
5975,159.75,448.62
5976,159.76,448.78
5977,159.77,448.93
5978,159.78,449.09
5979,159.79,449.24
5980,159.80,449.40
5981,159.81,449.55
5982,159.82,449.71
5983,159.83,449.86
5984,159.84,450.02
5985,159.85,450.17
5986,159.86,450.33
5987,159.87,450.48
5988,159.88,450.64
5989,159.89,450.79
5990,159.90,450.95
5991,159.91,451.10
5992,159.92,451.26
5993,159.93,451.41
5994,159.94,451.57
5995,159.95,451.72
5996,159.96,451.88
5997,159.97,452.03
5998,159.98,452.19
5999,159.99,452.34
6000,160.00,452.50
6001,160.01,452.66
6002,160.02,452.81
6003,160.03,452.97
6004,160.04,453.12
6005,160.05,453.28
6006,160.06,453.43
6007,160.07,453.59
6008,160.08,453.75
6009,160.09,453.90
6010,160.10,454.06
6011,160.11,454.21
6012,160.12,454.37
6013,160.13,454.52
6014,160.14,454.68
6015,160.15,454.84
6016,160.16,454.99
6017,160.17,455.15
6018,160.18,455.30
6019,160.19,455.46
6020,160.20,455.62
6021,160.21,455.77
6022,160.22,455.93
6023,160.23,456.09
6024,160.24,456.24
6025,160.25,456.40
6026,160.26,456.55
6027,160.27,456.71
6028,160.28,456.87
6029,160.29,457.02
6030,160.30,457.18
6031,160.31,457.34
6032,160.32,457.49
6033,160.33,457.65
6034,160.34,457.81
6035,160.35,457.96
6036,160.36,458.12
6037,160.37,458.28
6038,160.38,458.43
6039,160.39,458.59
6040,160.40,458.75
6041,160.41,458.91
6042,160.42,459.06
6043,160.43,459.22
6044,160.44,459.38
6045,160.45,459.53
6046,160.46,459.69
6047,160.47,459.85
6048,160.48,460.00
6049,160.49,460.16
6050,160.50,460.32
6051,160.51,460.48
6052,160.52,460.63
6053,160.53,460.79
6054,160.54,460.95
6055,160.55,461.11
6056,160.56,461.26
6057,160.57,461.42
6058,160.58,461.58
6059,160.59,461.74
6060,160.60,461.89
6061,160.61,462.05
6062,160.62,462.21
6063,160.63,462.37
6064,160.64,462.52
6065,160.65,462.68
6066,160.66,462.84
6067,160.67,463.00
6068,160.68,463.16
6069,160.69,463.31
6070,160.70,463.47
6071,160.71,463.63
6072,160.72,463.79
6073,160.73,463.95
6074,160.74,464.10
6075,160.75,464.26
6076,160.76,464.42
6077,160.77,464.58
6078,160.78,464.74
6079,160.79,464.89
6080,160.80,465.05
6081,160.81,465.21
6082,160.82,465.37
6083,160.83,465.53
6084,160.84,465.69
6085,160.85,465.85
6086,160.86,466.00
6087,160.87,466.16
6088,160.88,466.32
6089,160.89,466.48
6090,160.90,466.64
6091,160.91,466.80
6092,160.92,466.96
6093,160.93,467.11
6094,160.94,467.27
6095,160.95,467.43
6096,160.96,467.59
6097,160.97,467.75
6098,160.98,467.91
6099,160.99,468.07
6100,161.00,468.23
6101,161.01,468.39
6102,161.02,468.55
6103,161.03,468.70
6104,161.04,468.86
6105,161.05,469.02
6106,161.06,469.18
6107,161.07,469.34
6108,161.08,469.50
6109,161.09,469.66
6110,161.10,469.82
6111,161.11,469.98
6112,161.12,470.14
6113,161.13,470.30
6114,161.14,470.46
6115,161.15,470.62
6116,161.16,470.78
6117,161.17,470.94
6118,161.18,471.10
6119,161.19,471.26
6120,161.20,471.42
6121,161.21,471.58
6122,161.22,471.74
6123,161.23,471.89
6124,161.24,472.05
6125,161.25,472.21
6126,161.26,472.37
6127,161.27,472.53
6128,161.28,472.69
6129,161.29,472.85
6130,161.30,473.01
6131,161.31,473.18
6132,161.32,473.34
6133,161.33,473.50
6134,161.34,473.66
6135,161.35,473.82
6136,161.36,473.98
6137,161.37,474.14
6138,161.38,474.30
6139,161.39,474.46
6140,161.40,474.62
6141,161.41,474.78
6142,161.42,474.94
6143,161.43,475.10
6144,161.44,475.26
6145,161.45,475.42
6146,161.46,475.58
6147,161.47,475.74
6148,161.48,475.90
6149,161.49,476.06
6150,161.50,476.22
6151,161.51,476.39
6152,161.52,476.55
6153,161.53,476.71
6154,161.54,476.87
6155,161.55,477.03
6156,161.56,477.19
6157,161.57,477.35
6158,161.58,477.51
6159,161.59,477.67
6160,161.60,477.84
6161,161.61,478.00
6162,161.62,478.16
6163,161.63,478.32
6164,161.64,478.48
6165,161.65,478.64
6166,161.66,478.80
6167,161.67,478.96
6168,161.68,479.13
6169,161.69,479.29
6170,161.70,479.45
6171,161.71,479.61
6172,161.72,479.77
6173,161.73,479.93
6174,161.74,480.10
6175,161.75,480.26
6176,161.76,480.42
6177,161.77,480.58
6178,161.78,480.74
6179,161.79,480.91
6180,161.80,481.07
6181,161.81,481.23
6182,161.82,481.39
6183,161.83,481.55
6184,161.84,481.72
6185,161.85,481.88
6186,161.86,482.04
6187,161.87,482.20
6188,161.88,482.36
6189,161.89,482.53
6190,161.90,482.69
6191,161.91,482.85
6192,161.92,483.01
6193,161.93,483.18
6194,161.94,483.34
6195,161.95,483.50
6196,161.96,483.66
6197,161.97,483.83
6198,161.98,483.99
6199,161.99,484.15
6200,162.00,484.31
6201,162.01,484.48
6202,162.02,484.64
6203,162.03,484.80
6204,162.04,484.96
6205,162.05,485.13
6206,162.06,485.29
6207,162.07,485.45
6208,162.08,485.62
6209,162.09,485.78
6210,162.10,485.94
6211,162.11,486.11
6212,162.12,486.27
6213,162.13,486.43
6214,162.14,486.59
6215,162.15,486.76
6216,162.16,486.92
6217,162.17,487.08
6218,162.18,487.25
6219,162.19,487.41
6220,162.20,487.57
6221,162.21,487.74
6222,162.22,487.90
6223,162.23,488.07
6224,162.24,488.23
6225,162.25,488.39
6226,162.26,488.56
6227,162.27,488.72
6228,162.28,488.88
6229,162.29,489.05
6230,162.30,489.21
6231,162.31,489.37
6232,162.32,489.54
6233,162.33,489.70
6234,162.34,489.87
6235,162.35,490.03
6236,162.36,490.19
6237,162.37,490.36
6238,162.38,490.52
6239,162.39,490.69
6240,162.40,490.85
6241,162.41,491.01
6242,162.42,491.18
6243,162.43,491.34
6244,162.44,491.51
6245,162.45,491.67
6246,162.46,491.84
6247,162.47,492.00
6248,162.48,492.17
6249,162.49,492.33
6250,162.50,492.49
6251,162.51,492.66
6252,162.52,492.82
6253,162.53,492.99
6254,162.54,493.15
6255,162.55,493.32
6256,162.56,493.48
6257,162.57,493.65
6258,162.58,493.81
6259,162.59,493.98
6260,162.60,494.14
6261,162.61,494.31
6262,162.62,494.47
6263,162.63,494.64
6264,162.64,494.80
6265,162.65,494.97
6266,162.66,495.13
6267,162.67,495.30
6268,162.68,495.46
6269,162.69,495.63
6270,162.70,495.79
6271,162.71,495.96
6272,162.72,496.12
6273,162.73,496.29
6274,162.74,496.45
6275,162.75,496.62
6276,162.76,496.78
6277,162.77,496.95
6278,162.78,497.12
6279,162.79,497.28
6280,162.80,497.45
6281,162.81,497.61
6282,162.82,497.78
6283,162.83,497.94
6284,162.84,498.11
6285,162.85,498.28
6286,162.86,498.44
6287,162.87,498.61
6288,162.88,498.77
6289,162.89,498.94
6290,162.90,499.11
6291,162.91,499.27
6292,162.92,499.44
6293,162.93,499.60
6294,162.94,499.77
6295,162.95,499.94
6296,162.96,500.10
6297,162.97,500.27
6298,162.98,500.43
6299,162.99,500.60
6300,163.00,500.77
6301,163.01,500.93
6302,163.02,501.10
6303,163.03,501.27
6304,163.04,501.43
6305,163.05,501.60
6306,163.06,501.77
6307,163.07,501.93
6308,163.08,502.10
6309,163.09,502.27
6310,163.10,502.43
6311,163.11,502.60
6312,163.12,502.77
6313,163.13,502.93
6314,163.14,503.10
6315,163.15,503.27
6316,163.16,503.43
6317,163.17,503.60
6318,163.18,503.77
6319,163.19,503.94
6320,163.20,504.10
6321,163.21,504.27
6322,163.22,504.44
6323,163.23,504.60
6324,163.24,504.77
6325,163.25,504.94
6326,163.26,505.11
6327,163.27,505.27
6328,163.28,505.44
6329,163.29,505.61
6330,163.30,505.78
6331,163.31,505.94
6332,163.32,506.11
6333,163.33,506.28
6334,163.34,506.45
6335,163.35,506.61
6336,163.36,506.78
6337,163.37,506.95
6338,163.38,507.12
6339,163.39,507.29
6340,163.40,507.45
6341,163.41,507.62
6342,163.42,507.79
6343,163.43,507.96
6344,163.44,508.13
6345,163.45,508.29
6346,163.46,508.46
6347,163.47,508.63
6348,163.48,508.80
6349,163.49,508.97
6350,163.50,509.13
6351,163.51,509.30
6352,163.52,509.47
6353,163.53,509.64
6354,163.54,509.81
6355,163.55,509.98
6356,163.56,510.15
6357,163.57,510.31
6358,163.58,510.48
6359,163.59,510.65
6360,163.60,510.82
6361,163.61,510.99
6362,163.62,511.16
6363,163.63,511.33
6364,163.64,511.49
6365,163.65,511.66
6366,163.66,511.83
6367,163.67,512.00
6368,163.68,512.17
6369,163.69,512.34
6370,163.70,512.51
6371,163.71,512.68
6372,163.72,512.85
6373,163.73,513.02
6374,163.74,513.18
6375,163.75,513.35
6376,163.76,513.52
6377,163.77,513.69
6378,163.78,513.86
6379,163.79,514.03
6380,163.80,514.20
6381,163.81,514.37
6382,163.82,514.54
6383,163.83,514.71
6384,163.84,514.88
6385,163.85,515.05
6386,163.86,515.22
6387,163.87,515.39
6388,163.88,515.56
6389,163.89,515.73
6390,163.90,515.90
6391,163.91,516.07
6392,163.92,516.24
6393,163.93,516.41
